"Country","Year","Daily Cigarettes","Total Smokers","Total Female Smokers","Total Male Smokers","Population","Continent"
"Czech Republic",2004,24.1,2247459,918156,1329303,10197101,NA
"Czech Republic",2005,24.1,2252112,930720,1321392,10211216,NA
"Czech Republic",2006,24.299999,2230375,928845,1301530,10238905,NA
"Czech Republic",2007,24.5,2196232,918577,1277656,10298828,NA
"Czech Republic",2008,24.700001,2161838,905052,1256785,10384603,NA
"Czech Republic",2009,24.799999,2144662,893478,1251184,10443936,NA
"Czech Republic",2010,24.799999,2129772,883069,1246703,10474410,NA
"Czech Republic",2011,24.799999,2118243,874730,1243514,10496088,NA
"Czech Republic",2012,24.6,2119660,873330,1246329,10510785,NA
"Democratic Republic of Congo",1980,8.6000004,1147056,87370,1059686,NA,"Africa"
"Democratic Republic of Congo",1981,8.6000004,1176274,89366,1086908,NA,"Africa"
"Democratic Republic of Congo",1982,8.5,1205431,91359,1114073,NA,"Africa"
"Democratic Republic of Congo",1983,8.5,1235723,93310,1142413,NA,"Africa"
"Democratic Republic of Congo",1984,8.5,1267508,95305,1172203,NA,"Africa"
"Democratic Republic of Congo",1985,8.5,1300723,97486,1203237,NA,"Africa"
"Democratic Republic of Congo",1986,8.5,1335753,99884,1235868,NA,"Africa"
"Democratic Republic of Congo",1987,8.5,1372224,102420,1269804,NA,"Africa"
"Democratic Republic of Congo",1988,8.5,1411336,105054,1306282,NA,"Africa"
"Democratic Republic of Congo",1989,8.5,1454635,107887,1346748,NA,"Africa"
"Democratic Republic of Congo",1990,8.3999996,1502892,111094,1391798,NA,"Africa"
"Democratic Republic of Congo",1991,8.3999996,1557144,114683,1442461,NA,"Africa"
"Democratic Republic of Congo",1992,8.1999998,1617207,118567,1498641,NA,"Africa"
"Democratic Republic of Congo",1993,8.1000004,1678421,122531,1555891,NA,"Africa"
"Democratic Republic of Congo",1994,8,1735230,126308,1608922,NA,"Africa"
"Democratic Republic of Congo",1995,7.8000002,1785397,129580,1655817,NA,"Africa"
"Democratic Republic of Congo",1996,7.6999998,1828552,132206,1696346,NA,"Africa"
"Democratic Republic of Congo",1997,7.5,1869310,136362,1732948,NA,"Africa"
"Democratic Republic of Congo",1998,7.4000001,1907643,141151,1766492,NA,"Africa"
"Democratic Republic of Congo",1999,7.3000002,1947133,146085,1801048,NA,"Africa"
"Democratic Republic of Congo",2000,7.1999998,1992488,151037,1841451,NA,"Africa"
"Democratic Republic of Congo",2001,7.0999999,2045592,156060,1889532,NA,"Africa"
"Democratic Republic of Congo",2002,7,2105336,161381,1943955,NA,"Africa"
"Democratic Republic of Congo",2003,7,2170103,167022,2003081,NA,"Africa"
"Democratic Republic of Congo",2004,7,2238027,173086,2064942,NA,"Africa"
"Democratic Republic of Congo",2005,7,2307838,179121,2128718,NA,"Africa"
"Democratic Republic of Congo",2006,7,2379680,185208,2194471,NA,"Africa"
"Democratic Republic of Congo",2007,7,2454856,191457,2263399,NA,"Africa"
"Democratic Republic of Congo",2008,7.0999999,2532322,197830,2334492,NA,"Africa"
"Democratic Republic of Congo",2009,7.0999999,2611414,204347,2407067,NA,"Africa"
"Democratic Republic of Congo",2010,7.1999998,2693344,210968,2482376,NA,"Africa"
"Democratic Republic of Congo",2011,7.3000002,2779489,217642,2561847,NA,"Africa"
"Democratic Republic of Congo",2012,7.3000002,2870564,224547,2646017,NA,"Africa"
"Denmark",1980,13.2,1531390,780558,750831,5123027,"Europe"
"Denmark",1981,13,1541261,786001,755260,5121572,"Europe"
"Denmark",1982,12.9,1550241,791561,758680,5117810,"Europe"
"Denmark",1983,12.8,1556883,796303,760580,5114297,"Europe"
"Denmark",1984,12.8,1560581,800298,760283,5111619,"Europe"
"Denmark",1985,12.7,1562735,804243,758492,5113691,"Europe"
"Denmark",1986,12.7,1563243,808601,754643,5120534,"Europe"
"Denmark",1987,12.7,1560605,813841,746764,5127024,"Europe"
"Denmark",1988,12.7,1559068,820288,738780,5129516,"Europe"
"Denmark",1989,12.6,1562899,825588,737311,5132594,"Europe"
"Denmark",1990,12.6,1569401,829268,740133,5140939,"Europe"
"Denmark",1991,12.6,1578013,832026,745987,5154298,"Europe"
"Denmark",1992,12.7,1580129,827647,752483,5171370,"Europe"
"Denmark",1993,12.8,1576245,814913,761332,5188628,"Europe"
"Denmark",1994,13,1565842,798264,767578,5206180,"Europe"
"Denmark",1995,13.2,1545034,778459,766576,5233373,"Europe"
"Denmark",1996,13.6,1516619,757667,758952,5263074,"Europe"
"Denmark",1997,14.1,1475541,732060,743481,5284991,"Europe"
"Denmark",1998,14.5,1437530,709113,728417,5304219,"Europe"
"Denmark",1999,14.9,1402809,687294,715515,5321799,"Europe"
"Denmark",2000,15.4,1365697,661915,703783,5339616,"Europe"
"Denmark",2001,15.9,1325322,634537,690785,5358783,"Europe"
"Denmark",2002,16.6,1282647,606651,675996,5375931,"Europe"
"Denmark",2003,17.299999,1235025,577739,657286,5390574,"Europe"
"Denmark",2004,18,1187228,551185,636043,5404523,"Europe"
"Denmark",2005,18.799999,1140919,528470,612448,5419432,"Europe"
"Denmark",2006,19.6,1092553,507260,585293,5437272,"Europe"
"Denmark",2007,20.4,1043425,487671,555755,5461438,"Europe"
"Denmark",2008,21.5,991830,467716,524114,5493621,"Europe"
"Denmark",2009,22.6,943492,448120,495371,5523095,"Europe"
"Denmark",2010,23.6,903849,431343,472506,5547683,"Europe"
"Denmark",2011,24.299999,875177,417609,457568,5570572,"Europe"
"Denmark",2012,24.6,861253,409702,451551,5591572,"Europe"
"Djibouti",1980,13.1,40162,6248,33914,358960,"Africa"
"Djibouti",1981,13.1,42091,6521,35570,374934,"Africa"
"Djibouti",1982,12.9,43554,6720,36834,385268,"Africa"
"Djibouti",1983,12.8,44915,6905,38010,393800,"Africa"
"Djibouti",1984,12.7,46696,7162,39534,406018,"Africa"
"Djibouti",1985,12.6,49247,7539,41708,425608,"Africa"
"Djibouti",1986,12.6,52723,8061,44663,454359,"Africa"
"Djibouti",1987,12.5,56957,8703,48254,490337,"Africa"
"Djibouti",1988,12.5,61519,9395,52124,528993,"Africa"
"Djibouti",1989,12.5,65841,10042,55799,563855,"Africa"
"Djibouti",1990,12.4,69546,10590,58957,590393,"Africa"
"Djibouti",1991,12.3,72486,11022,61464,606843,"Africa"
"Djibouti",1992,12.2,74820,11361,63459,615050,"Africa"
"Djibouti",1993,12.1,76753,11652,65101,618504,"Africa"
"Djibouti",1994,12,78582,11928,66653,622364,"Africa"
"Djibouti",1995,12,80558,12223,68334,630385,"Africa"
"Djibouti",1996,11.9,82718,12552,70165,643649,"Africa"
"Djibouti",1997,11.9,84709,12787,71921,660858,"Africa"
"Djibouti",1998,11.9,86896,13080,73817,680465,"Africa"
"Djibouti",1999,11.9,89178,13411,75768,699973,"Africa"
"Djibouti",2000,11.9,91477,13760,77717,717577,"Africa"
"Djibouti",2001,11.9,93745,14101,79644,733019,"Africa"
"Djibouti",2002,11.9,95988,14429,81559,746947,"Africa"
"Djibouti",2003,11.9,98229,14758,83471,759639,"Africa"
"Djibouti",2004,11.9,100424,15049,85375,771599,"Africa"
"Djibouti",2005,11.8,102722,15357,87365,783248,"Africa"
"Djibouti",2006,11.8,105214,15710,89504,794554,"Africa"
"Djibouti",2007,11.7,107715,16031,91684,805456,"Africa"
"Djibouti",2008,11.6,110482,16461,94020,816361,"Africa"
"Djibouti",2009,11.6,113340,16920,96420,827820,"Africa"
"Djibouti",2010,11.5,116287,17384,98903,840194,"Africa"
"Djibouti",2011,11.4,119325,17882,101444,853671,"Africa"
"Djibouti",2012,11.3,122406,18366,104040,868136,"Africa"
"Dominica",1980,40.5,2899,713,2186,75318,"North America"
"Dominica",1981,39.200001,2896,714,2181,75314,"North America"
"Dominica",1982,38,2917,722,2195,75012,"North America"
"Dominica",1983,37,2946,731,2214,74484,"North America"
"Dominica",1984,35.799999,2942,733,2209,73846,"North America"
"Dominica",1985,34.799999,2918,728,2190,73207,"North America"
"Dominica",1986,33.5,2895,724,2172,72531,"North America"
"Dominica",1987,32.099998,2874,720,2154,71842,"North America"
"Dominica",1988,30.4,2852,715,2136,71212,"North America"
"Dominica",1989,29,2821,709,2112,70722,"North America"
"Dominica",1990,27.700001,2768,697,2072,70422,"North America"
"Dominica",1991,26.5,2776,698,2078,70377,"North America"
"Dominica",1992,25.4,2790,703,2087,70546,"North America"
"Dominica",1993,24.4,2803,708,2096,70818,"North America"
"Dominica",1994,23.5,2832,717,2115,71044,"North America"
"Dominica",1995,22.799999,2858,726,2132,71105,"North America"
"Dominica",1996,22.1,2842,725,2117,70933,"North America"
"Dominica",1997,21.5,2801,715,2086,70592,"North America"
"Dominica",1998,20.799999,2777,710,2068,70183,"North America"
"Dominica",1999,20.200001,2779,711,2068,69828,"North America"
"Dominica",2000,19.6,2788,713,2076,69650,"North America"
"Dominica",2001,19.1,2793,714,2079,69671,"North America"
"Dominica",2002,18.700001,2798,713,2085,69840,"North America"
"Dominica",2003,18,2796,711,2086,70102,"North America"
"Dominica",2004,17.299999,2797,710,2088,70387,"North America"
"Dominica",2005,16.700001,2804,710,2094,70580,"North America"
"Dominica",2006,15.9,2807,710,2097,70718,"North America"
"Dominica",2007,15.2,2810,711,2100,70797,"North America"
"Dominica",2008,14.2,2815,711,2104,70829,"North America"
"Dominica",2009,13.4,2822,713,2109,70848,"North America"
"Dominica",2010,12.7,2830,715,2114,70877,"North America"
"Dominica",2011,12.1,2841,718,2123,70912,"North America"
"Dominica",2012,11.6,2854,721,2133,70954,"North America"
"Dominican Republic",1980,23.700001,521951,189370,332581,5803929,"North America"
"Dominican Republic",1981,23.200001,537380,195714,341666,5935895,"North America"
"Dominican Republic",1982,22.700001,553819,202363,351456,6067769,"North America"
"Dominican Republic",1983,22.1,570803,209379,361423,6199657,"North America"
"Dominican Republic",1984,21.6,588989,216958,372031,6331760,"North America"
"Dominican Republic",1985,21.299999,609623,225612,384012,6464229,"North America"
"Dominican Republic",1986,20.9,631464,234946,396518,6596967,"North America"
"Dominican Republic",1987,20.299999,652597,244419,408179,6729930,"North America"
"Dominican Republic",1988,19.700001,675081,254673,420408,6863438,"North America"
"Dominican Republic",1989,19,698274,265409,432865,6997877,"North America"
"Dominican Republic",1990,18.6,724405,277147,447258,7133491,"North America"
"Dominican Republic",1991,18.1,751412,289120,462292,7270413,"North America"
"Dominican Republic",1992,17.5,777208,301145,476062,7408339,"North America"
"Dominican Republic",1993,16.9,800414,312151,488263,7546467,"North America"
"Dominican Republic",1994,16.4,821346,322025,499321,7683707,"North America"
"Dominican Republic",1995,15.9,838714,330261,508453,7819239,"North America"
"Dominican Republic",1996,15.4,851078,336183,514895,7952766,"North America"
"Dominican Republic",1997,15.8,811154,320114,491040,8084407,"North America"
"Dominican Republic",1998,16.1,777673,307689,469984,8214427,"North America"
"Dominican Republic",1999,16.200001,752722,298889,453833,8343288,"North America"
"Dominican Republic",2000,16.299999,732855,290646,442209,8471317,"North America"
"Dominican Republic",2001,16.299999,718044,283864,434179,8598599,"North America"
"Dominican Republic",2002,16.299999,707440,278265,429176,8724974,"North America"
"Dominican Republic",2003,16.4,701283,275372,425912,8850317,"North America"
"Dominican Republic",2004,16.5,698353,274065,424288,8974444,"North America"
"Dominican Republic",2005,16.5,696684,273700,422985,9097262,"North America"
"Dominican Republic",2006,16.4,696432,274325,422107,9218681,"North America"
"Dominican Republic",2007,16.1,698668,275927,422742,9338856,"North America"
"Dominican Republic",2008,15.6,713162,282418,430745,9458079,"North America"
"Dominican Republic",2009,15.1,731530,290453,441076,9576736,"North America"
"Dominican Republic",2010,14.5,751484,299308,452177,9695117,"North America"
"Dominican Republic",2011,14,772920,308817,464104,9813219,"North America"
"Dominican Republic",2012,13.6,794842,318322,476520,9930916,"North America"
"Ecuador",1980,16.799999,392001,69455,322546,7989178,"South America"
"Ecuador",1981,16.299999,403565,71434,332131,8197648,"South America"
"Ecuador",1982,16,416483,73495,342988,8409396,"South America"
"Ecuador",1983,15.9,430795,75673,355122,8624594,"South America"
"Ecuador",1984,15.8,445666,77891,367775,8843463,"South America"
"Ecuador",1985,15.7,461327,80126,381201,9066100,"South America"
"Ecuador",1986,15.6,477656,82395,395261,9292481,"South America"
"Ecuador",1987,15.8,495446,84842,410604,9522362,"South America"
"Ecuador",1988,15.8,513115,87279,425836,9755576,"South America"
"Ecuador",1989,15.8,531570,89686,441884,9991870,"South America"
"Ecuador",1990,15.9,550519,92054,458465,10230931,"South America"
"Ecuador",1991,15.9,568963,94351,474612,10472476,"South America"
"Ecuador",1992,15.9,586963,96594,490369,10716131,"South America"
"Ecuador",1993,15.9,604381,98846,505535,10961460,"South America"
"Ecuador",1994,15.9,620577,101088,519490,11207999,"South America"
"Ecuador",1995,16,635504,103465,532040,11455205,"South America"
"Ecuador",1996,16.1,648580,106165,542415,11703169,"South America"
"Ecuador",1997,16.5,646691,108104,538587,11951457,"South America"
"Ecuador",1998,17,644727,111532,533195,12198449,"South America"
"Ecuador",1999,18.1,624861,116660,508201,12442109,"South America"
"Ecuador",2000,19.299999,604784,123538,481246,12681123,"South America"
"Ecuador",2001,20.299999,586706,131507,455199,12914660,"South America"
"Ecuador",2002,21.1,571904,139459,432446,13143465,"South America"
"Ecuador",2003,21.6,561491,146345,415146,13369678,"South America"
"Ecuador",2004,21.299999,567717,155118,412599,13596390,"South America"
"Ecuador",2005,21.299999,561288,147503,413785,13825839,"South America"
"Ecuador",2006,20.6,570775,147519,423256,14059379,"South America"
"Ecuador",2007,19.799999,584874,148242,436632,14296554,"South America"
"Ecuador",2008,18.700001,601798,149541,452257,14535740,"South America"
"Ecuador",2009,17.700001,621904,151570,470334,14774412,"South America"
"Ecuador",2010,16.799999,643370,154117,489254,15011114,"South America"
"Ecuador",2011,15.8,664815,156846,507968,15243885,"South America"
"Ecuador",2012,14.8,685996,159760,526236,15474099,"South America"
"Egypt",1980,23.700001,4244024,131663,4112362,NA,"Africa"
"Egypt",1981,23.5,4357565,134390,4223175,NA,"Africa"
"Egypt",1982,23.4,4473860,136810,4337050,NA,"Africa"
"Egypt",1983,23.299999,4592624,139258,4453366,NA,"Africa"
"Egypt",1984,23.200001,4713507,141615,4571892,NA,"Africa"
"Egypt",1985,23,4836746,143882,4692864,NA,"Africa"
"Egypt",1986,22.9,4965085,146205,4818880,NA,"Africa"
"Egypt",1987,22.700001,5101377,148650,4952727,NA,"Africa"
"Egypt",1988,22.5,5247028,151351,5095678,NA,"Africa"
"Egypt",1989,22.299999,5392056,153759,5238297,NA,"Africa"
"Egypt",1990,22.1,5532934,155868,5377066,NA,"Africa"
"Egypt",1991,21.9,5669943,157901,5512042,NA,"Africa"
"Egypt",1992,21.799999,5803933,159264,5644668,NA,"Africa"
"Egypt",1993,21.6,5936760,160364,5776396,NA,"Africa"
"Egypt",1994,21.5,6070173,161055,5909119,NA,"Africa"
"Egypt",1995,21.4,6206966,161556,6045409,NA,"Africa"
"Egypt",1996,21.299999,6352381,162230,6190151,NA,"Africa"
"Egypt",1997,21.4,6441400,163459,6277941,NA,"Africa"
"Egypt",1998,21.5,6553906,164723,6389183,NA,"Africa"
"Egypt",1999,21.5,6680331,166361,6513971,NA,"Africa"
"Egypt",2000,21.6,6814722,168864,6645859,NA,"Africa"
"Egypt",2001,21.6,6957251,175595,6781657,NA,"Africa"
"Egypt",2002,21.6,7102949,181387,6921562,NA,"Africa"
"Egypt",2003,21.9,7160985,182761,6978224,NA,"Africa"
"Egypt",2004,22.200001,7247467,184519,7062948,NA,"Africa"
"Egypt",2005,22.299999,7389130,187305,7201825,NA,"Africa"
"Egypt",2006,21.799999,7721825,195465,7526360,NA,"Africa"
"Egypt",2007,21.200001,8122593,206425,7916167,NA,"Africa"
"Egypt",2008,20.6,8564215,219969,8344246,NA,"Africa"
"Egypt",2009,20.1,9024296,236101,8788195,NA,"Africa"
"Egypt",2010,19.700001,9433610,259612,9173998,NA,"Africa"
"Egypt",2011,19.200001,9874626,278473,9596153,NA,"Africa"
"Egypt",2012,19.1,10189096,293802,9895295,NA,"Africa"
"El Salvador",1980,19.5,287316,40832,246485,4591135,"North America"
"El Salvador",1981,19,289917,41509,248407,4666361,"North America"
"El Salvador",1982,18.5,292081,42154,249927,4737256,"North America"
"El Salvador",1983,18,294545,42823,251721,4804936,"North America"
"El Salvador",1984,17.5,297651,43540,254112,4871041,"North America"
"El Salvador",1985,17,301323,44310,257013,4936803,"North America"
"El Salvador",1986,16.5,305639,45102,260538,5002339,"North America"
"El Salvador",1987,16,310634,45927,264707,5067531,"North America"
"El Salvador",1988,15.6,316325,46881,269444,5133273,"North America"
"El Salvador",1989,15.2,322113,47872,274241,5200608,"North America"
"El Salvador",1990,14.9,328548,49014,279534,5270074,"North America"
"El Salvador",1991,14.6,335878,50305,285573,5342190,"North America"
"El Salvador",1992,14.3,343830,51646,292184,5416327,"North America"
"El Salvador",1993,14.1,351992,52974,299018,5490478,"North America"
"El Salvador",1994,14,358984,54136,304848,5561916,"North America"
"El Salvador",1995,13.9,365129,55138,309990,5628602,"North America"
"El Salvador",1996,13.9,370418,55963,314456,5689943,"North America"
"El Salvador",1997,14,371467,55453,316014,5746288,"North America"
"El Salvador",1998,14.2,372346,54948,317398,5797764,"North America"
"El Salvador",1999,14.4,372829,54450,318379,5844834,"North America"
"El Salvador",2000,14.6,373093,53988,319105,5887930,"North America"
"El Salvador",2001,14.9,373025,53649,319376,5927001,"North America"
"El Salvador",2002,15.3,372312,53461,318851,5962139,"North America"
"El Salvador",2003,15.8,367952,52710,315241,5994075,"North America"
"El Salvador",2004,16.200001,366995,52197,314798,6023801,"North America"
"El Salvador",2005,16.5,366864,51823,315042,6052124,"North America"
"El Salvador",2006,16.9,367639,51575,316063,6079395,"North America"
"El Salvador",2007,17.200001,369778,51605,318172,6105810,"North America"
"El Salvador",2008,17.4,373409,51978,321431,6131767,"North America"
"El Salvador",2009,17.6,378491,52827,325664,6157678,"North America"
"El Salvador",2010,17.6,385591,54147,331444,6183877,"North America"
"El Salvador",2011,17.5,393445,55704,337741,6210567,"North America"
"El Salvador",2012,17.4,401864,57349,344516,6237922,"North America"
"Equatorial Guinea",1980,65.099998,9848,772,9075,249931,"Africa"
"Equatorial Guinea",1981,61.099998,11286,799,10487,264370,"Africa"
"Equatorial Guinea",1982,56.700001,13375,850,12525,284638,"Africa"
"Equatorial Guinea",1983,53.099998,15831,917,14914,308208,"Africa"
"Equatorial Guinea",1984,50.5,18236,987,17249,331554,"Africa"
"Equatorial Guinea",1985,48.599998,20274,1050,19224,352116,"Africa"
"Equatorial Guinea",1986,47.5,21855,1104,20751,369024,"Africa"
"Equatorial Guinea",1987,46.5,23021,1150,21871,382977,"Africa"
"Equatorial Guinea",1988,45.799999,23878,1190,22688,394973,"Africa"
"Equatorial Guinea",1989,45.299999,24642,1231,23411,406620,"Africa"
